date,text
2019-04-28,"['New character cats Smithy and Bob on our #Goole @RSPCA_official website http://www.rspca-goole.org.uk', 'Giving you options when selling your home #love2move #yourhighstreetestateagentonline #Goole #Howden #Snaith #NoCommission #love2move #sellyourhomeonline #fixedmarketingfee #bestofboth #love2movewithHousesetc #onlineestateagent #onlinepricelocaloffice #directchat', 'Fred enjoying TLC from his fosterer and #Goole @RSPCA_official Treasurer Jane http://www.rspca-goole.org.uk', 'Some one is going to cry After the gunners have been stumped 3-0 by Leicester. #GoOle', ""It's my birthday on Sat 11th May. No need to all rush to buy me a present. Whether you come out for pub o'clock on the Friday before or see me over the weekend, I will happily accept a donation to #Goole @RSPCA_official , @JerryGreenDogs , @AnimalsAsia on my behalf #thankyou"", 'Been a pleasure to sponsor gooleafc this season. Great to see the win yesterday consolidating there status in the league for next season. #ogoolearewe #nutripro #gooleafc #goole #vikings… https://www.instagram.com/p/Bwyvj7sgRJB/?utm_source=ig_twitter_share&amp;igshid=15zgecrocxrf1', 'Zelda came to #Goole @RSPCA_official as one of eight from a hoarder’s house, found to be pregnant. She was taken seriously ill and had an emergency c-section. Tragically, she delivered a deformed, deceased baby, yet when she came home immediately adopted 5 orphans. Now adopted.', 'My #Goole @RSPCA_official foster cat Mollie watching #FridayNightDinner on #Netflix ', 'With our online option #love2move you could get your house on the market faster than someone can run the Marathon, 3,2,1... GO! https://buff.ly/2GTNhdo #love2move #yourhighstreetestateagentonline #goodlucktoalltherunners #LondonMarathon #Goole #Howden #Snaith #sellyourhomeonline', 'Buy more space! #Goole #GMail #CapacityLies']"
2019-04-29,"['If you have a business based in #Goole and looking to expand? There is a new commercial opportunity with excellent ROI? Download prospectus http://bit.ly/B2BPro', 'Check it out! smpolash will do psd to html page for $10 on #Fiverr #goole #freelancer #upwork', 'Acrylic infills with #CNDShellac in Emerald Lights (from £31.50). Contact 07586 435826 or http://www.facebook.com/RachelRichardsonNailsBeauty/ to book an appointment. #GlitterNails #AcrylicNails #NailExtensions #Wakefield #Pontefract #Castleford #Ackworth #Knottingley #Whitley #Goole ', 'THIS EARLY MAY BANK HOLIDAY @VOODOO CHILLI! Midlands born and bread DJ Jordan Cable has played all over including parts of Europe including Magaluf, Fuerteventura and Corfu! #bankholiday #maybankholiday #bankholidayweekend #outout #jordancable #voodoochilli #weekend #goole ', 'Happy Endings Tiger (April 2019) This lovely boy was adopted from #Goole @RSPCA_official just before Christmas. As you can see he is a picture of happiness. He loves his new home and enjoys laying in the sun on the decking. Purrs for giving this handsome boy a happy home.', 'Mistress Minxy of #GOOLE, EAST YORKSHIRE has updated her profile https://www.professionalmistresses.co.uk/goole-mistress-minxy-dominatrix/ @Mistress_minxy']"
2019-05-01,"['Same here in #Goole ', '2019 is a special year for #Goole &amp; District @RSPCA_official as it is our 50th year as a branch. To celebrate this special anniversary as well as our annual dog and cat action days we are planning to do extra welfare work. Please keep an eye open for posters and flyers.', ""S U R P R I S E ! We've opened a New Pool in Goole, and it will be called Riverside - Hook Swimming Pool. We are very excited to be setting up new classes in this area and helping children not only in Yorkshire learn how to swim. #NewPoolWhoThis #Lessons #Goole #Pool #Swimming"", '#GOOLE Want to discuss issues or policing in your local area? Why not join PC ADDERLEY on a patch walk this afternoon? He will be waiting outside Goole Police Station at midday before walking a short 2-3 mile route around Goole; returning to the station for 2pm. #BobbyOnTheBeat', 'Mistress Minxy of #GOOLE, EAST YORKSHIRE has updated her profile https://www.professionalmistresses.co.uk/goole-mistress-minxy-dominatrix/ @Mistress_minxy', 'Acrylic extensions with #EvoByBioSculpture in Rhiannon, Rose, Edith &amp; Asenath (from £31.50). Book your appointment now by contacting 07586 435826 or http://www.facebook.com/RachelRichardsonNailsBeauty/ #AcrylicNails #PinkNails #NailArt #Wakefield #Ackworth #Pontefract #Castleford #Knottingley #Selby #Goole ']"
2019-05-02,"['@NickCoultish Good Luck mate #Conservatives #Goole #vote #VoteConservative #eastriding', 'Great photo though! #Goole', 'Amazing photo of Boothferry Bridge #Goole! ', 'Crossing the #Ouse at #Boothferry #Goole. ', ""I've already been to cast my vote for our #Labour candidates here in #Goole. If you haven't been yet, you have until 10pm so #VoteLabourToday"", ""We were lucky enough to cheer on the Stage 1 cyclists of the #TourdeYorkshire Men's Race, outside our new factory in #Airmyn #Goole #TDY #TourdeYorkshire2019 #BritishManufacturer"", 'DRINKS OFFERS AT THE COACH HOUSE Fosters, John Smiths &amp; Symonds - ONLY £2.75 a pint! Wednesday to Sunday 7pm till 9pm! #fosters #johnsmiths #symonds #offers #beeroffers #lager #bitter #cider #offers #thecoachhouse #adamstreet #airestreet #goole ', '#CNDShellac in Field Fox &amp; Gold VIP Status (from £18.50). Book your appointment now by contacting 07586 435826 or http://www.facebook.com/RachelRichardsonNailsBeauty/ #NailTechnician #Wakefield #Ackworth #Castleford #Pontefract #Knottingley #Kellingley #Whitley #Snaith #Selby #Goole #Beal', "" Morning all. Here is today’s front page story: Postmaster says Boothferry Road branch is at threat if profitability doesn't increase. Check out this story and others by picking up your copy today for just 70p #goole #news #yorkshire"", 'Not far from where I was born. #goole', 'Good luck to everyone participating in the #tourdeyorkshire today. Great community spirit up and down the local towns. @letouryorkhire #selby #cawood #goole #ThursdayMotivation @GregVanAvermaet #community #yorkshireis #Londonislovinit #ATSocialMedia']"
2019-05-03,"['#sunset #precinct #goole @Goole https://www.instagram.com/p/BxAyhjwBe5X/?igshid=7bdhrpiiu1ea', '#GOOLE Two of our Response officers had a rare moment of spare time yesterday afternoon and took the opportunity to set up a crime prevention stand at TESCO. Both officers had a chance to talk to members of the public and even took a few photographs! #Smile #BobbyOnTheBeat', 'Thanks to @Smilef_hull for visiting @HumbersideFire #Goole to discuss community projects #RedWatch #NotJustFires', ""I'm wondering if the Alan of @alansuegarner is the same Alan that went to the modern school and used to be a fisherman. #Goole"", '#BioSculptureGel toes in Rhiannon, Rose, Edith &amp; Asenath (from £28). Book your appointment now by contacting 07586 435826 or http://www.facebook.com/RachelRichardsonNailsBeauty/ #Pedicure #NailArt #Summer #Holidays #Vegan #CrueltyFree #Ackworth #Pontefract #Knottingley #Selby #Goole #Whitley #Kellingley', 'Training evenings in #Goole for Young Leaders....great to be gathering at this end of the coast to coast trail #LifesBetterByWater', ""Sad for a few friends in #Goole who didn't get elected but at the same time intrigued and oddly excited about the prospect of new faces. strap in... it's going to be a crazy ride...."", 'Some of our young leaders paddled passed Exol Pride in #Goole last night ', ""Having a chat with #Goole @RSPCA_official 's Fred"", 'Sonic and Hissy Spitty Brenda former #Goole @RSPCA_official fab ferals cuddled up together #HappyFriday ', ""Interesting results nationwide, but especially in East Yorkshire - Labour have been completely wiped out losing all 6 seats with less than 20% vote share (cannot recall the last time Britain's largest inland port #goole did not have a Labour EYRC rep, if ever) #LocalElections2019"", '72 Acres of #arable #landforsale #EastYorkshire lie 4 miles #Howden, 12 miles #Selby and 9 miles #Goole http://www.stephenson.co.uk/properties/72-03-ac-land-at-gribthorpe-howden/', 'Mistress Minxy of #GOOLE, EAST YORKSHIRE has updated her profile https://www.professionalmistresses.co.uk/goole-mistress-minxy-dominatrix/ @Mistress_minxy', 'Image of the day Boothferry Bridge #Goole #Howden ', 'Michael Bryars on Instagram: “Great to see this awesome photo taken on Boothferry bridge in Goole make the front page #tourdeyorkshire #goole” https://www.instagram.com/p/Bw-ZsNWhrw-R2c6kuFIcKxqlRrQdeTwYNalWFU0/']"
2019-05-04,"['Come and check out our @facebook page for #Goole @RSPCA_official http://www.rspca-goole.org.uk', 'THE BIG BOYS ARE BACK THIS BANK HOLIDAY SUNDAY @VOODOO CHILLI! NOW OPEN TILL 5AM ALL BANK HOLIDAY WEEKEND! FREE BEFORE 12 | £2 on the DOOR AFTER #bankholiday #maybankholiday #bankholidayweekend #outout #jordancable #voodoochilli #weekend #fridayfeeling #goole #airestreet', 'On 01/05/19, Mr Armis TRAFICNOVICS #GOOLE, appeared in court and pleaded guilty to driving a motor vehicle whilst unfit to do so due to alcohol &amp; without a valid insurance policy. TRAFICNOVICS must pay fines totalling £415 &amp; is disqualified from driving for 18 months. ']"
2019-05-05,"[""#Goole @RSPCA_official 's Bob and Gizmo have been REHOMED http://www.rspca-goole.org.uk"", 'Customer Service Assistant @arrivayorkshire in #Goole #GooleJobs Click: http://ow.ly/yG4H50tWbTB #SelbyJobs', ""#Goole @RSPCA_official 's Mollie says good morning everyone, best mice and fishes for a lovely day "", ""#GOOLE Cole O'BRIEN, 26, No Fixed Abode, was charged with Criminal Damage &amp; S47 Assault Occasioning Actual Bodily Harm, following a violent incident yesterday morning on Jackson Street, GOOLE. He remains in police custody for court tomorrow morning. #KeepingYouSafe #GOOLECID""]"
2019-05-06,"['Great TIP - @YorksEyewear @bridaleyewear #goole #howden #knaresborough RT', 'Yorkshire Waterways #Museum, in #Goole, is also home to a café, hosts school visits &amp; organises boat trips around the town’s docks &amp; #Canals. Museum has called in insolvency firm &amp; closing its doors on May 15 Can we help? @waterwaysmuseum #boatsthattweet https://www.hulldailymail.co.uk/whats-on/whats-on-news/much-loved-museum-calls-insolvency-2835710']"
2019-05-07,"['Take advantage of our #Essilor #Lens offer #SeeMoreDoMore #Goole #Howden #Knaresborough #Yorkshire', 'LUNCH TIME TAPAS STYLE AT EDDIE’S BAR!! The full Coach House Tapas menu is now available in Eddie’s Bar all week! Available Monday to Sunday - 12noon till 5pm. #tapas #roundtheworldtapas #tapasdishes #foodporn #foodie #eddiesbar #coachhouse #lowtherhotel #goole ', 'Very sad news as the Yorkshire Waterways Museum announces its closure #Museums #Goole #EastYorks', 'With my new book Shocks at Shipley Academy recently been released on Amazon Kindle. I have decided that from tomorrow until 12th it will be available for free. #indieauthor #School #book #children #amwriting #childrensbook #Yorkshire #Goole', '#Siemens Mobility submitted the application to East Riding of Yorkshire Council proposing the #development on a 104-acre site at #Goole 36 ', '#goole Waterways Museum is going bust and closing. How big a loss to the area is it? Discussing now on the Burnsy Show. @RadioHumberside']"
2019-05-08,"['Acrylic overlays with #CNDShellac in Tutti Frutti (from £27). Book your appointment now by contacting 07586 435826 or http://www.facebook.com/RachelRichardsonNailsBeauty/ #AcrylicNails #PinkNails #Summer #Holidays #NailTechnician #Knottingley #Eggborough #Whitley #Goole #Selby #Ackworth #Castleford #Snaith', 'Hands on: Google Pixel 3a review https://www.techradar.com/reviews/google-pixel-3a #goole #pixel3a', 'TAPAS AT THE COACH HOUSE!! Served: Wednesday to Friday 5pm - 9pm Saturday &amp; Sunday - 12noon till 9pm The Coach House has a 5 Food Hygiene Rating! #instafood #foodporn #food #foodmenu #tapas #platesoftheworld #sliders #meals #mealsout #outout #goole ', 'Bobbi the Railway Cat has been REHOMED from #Goole @RSPCA_official #rspca #goole #happyendings', 'LGV Cat C+E (Class 1) Driver #Goole #Hull #Jobs Salary: £10 PH Contract: Temporary, Full time About the role: • Previous experience required • 28 days paid annual leave • 12 hour shifts Call 01225 709494 or APPLY online: http://ow.ly/xHGE50u1YAf', 'Get my latest book Shocks at Shipley Academy free on Amazon for the next few days. #amwriting #indieauthor #school #tween #ChildrensBooks #childrensbook #children #Yorkshire #Goole https://www.amazon.com/Shocks-Shipley-Academy-Liam-Moiser-ebook/dp/B07RF86HZW/ref=tmm_other_meta_binding_title_sr?_encoding=UTF8&amp;qid=1557226193&amp;sr=8-2-spell', 'Carlton Green, #Goole is made up of 3-bedroom houses now available on #SharedOwnership. Enjoy good local schools, as well as handy commuter links into York, Leeds, Hull &amp; Doncaster Minimum share price from £87,498 for 50% share! https://buff.ly/2DWkQvb', 'If you live in or near #Thorne #Goole #Garforth our charity shops are looking for donations of small furniture items and clothes #WednesdayMotivation']"
2019-05-09,"['.@MrsHannahPatton Members were pleased to welcome Hannah Patton to Goole this evening at her licensing service at Goole Parish Church. We look forward to working together in the Goole Community. #AdvanceGoole #Advance #Goole', ""Perhaps if funding were diverted from those big 'uns in #london #oxford etc. #museum calls in insolvency firm ahead of sudden closure #heritage #hull #goole "", ""Happy Birthday Mr Punch! Who is 357 today. He's looking good for his age. #HappyBirthday #MrPunch #PunchandJudy #Puppetry #Childrens #Entertainer #York #Yorkshire #Tadcaster #Wetherby #Goole #Harrogate #Knaresborough #Selby #Leeds"", 'Crew Member @McDonaldsUK in #Goole #GooleJobs Click: http://ow.ly/w0xe50u31Ie #SelbyJobs', ""Should we try and save it? Is it worth it? We're willing to bang on some doors and try on The Burnsy Show but only if you think it's worth it. #goole @GooleTimesNews"", '#NailArt using #EvoByBioSculpture with #Lecente Fierce glitter &amp; Evo Suede Matte top coat. Contact 07586 435826 or http://www.facebook.com/RachelRichardsonNailsBeauty to book an appointment. #GelNails #Vegan #CrueltyFree #NailTech #Pontefract #Ackworth #Castleford #Knottingley #Selby #Goole #Whitley #Beal', ' Morning all. Here is today’s front page story: Goole Town Council election results serve a blow to the Labour Party as Independents celebrate. Check out this story and more for just 70p! #goole #eastyorkshire #news', '20 temporarily free apps and games on #PlayStore #GOOLE https://www.androidhire.com/free-apps-games-9-may-2019/']"
2019-05-10,"[""In the @coachhousegoole for pre birthday drinks, come and join us if you're in #Goole"", '#parkrun #loveparkrun at @parkrunUK #goole in the morning. 9am #dfyb. Fun for all the family as we get towards our 4th birthday in a few weeks ', ""DN14 residents only. Get your paws on FREE neutering vouchers with #Goole @RSPCA_official . Whether in work or on benefits, as long as you're our postcode area and we have vouchers left, come and get them! #Happy50thBirthdayToUs "", ""Happy #Friyay Friday!! Anyone else ready for a glass or two of Prosecco tonight to start the weekend off? Don't forget Voodoo Chilli is OPEN TILL 5AM!! #prosecco #weekend #fridayfeeling #eddiesbar #lowtherhotel #oldesthotelinengland #oldesthotelinthecountry #goole "", 'GIN & MIXER OFFER @THE COACH HOUSE THIS WEEKEND - ONLY £3.95 #gin #gingin #ginoclock #thecoachhouse #goole #ginbar #adamstreet #coachhouse #adamstreet #bakewellgin #alfredbutton #daffys #warneredwards', '#Hull #Bridlingtn #Grimsby #goole #Scunthorpe A great meeting of our @HP_CSU Cadet Leaders. Fantastic work officers, PCSO’s, Volunteers, Police Staff and @HP_Specials Valuable feedback on how things are running &amp; Ideas to develop &amp; improve the scheme. @Humberbeat', '#DN14 #Goole #HowdenDyke Happy to report that supplies are restored to all affected. If you notice any discolouration in your water, please visit http://ow.ly/n2VK50u6fyu for more information. Thank you ^TH', 'Really great to be in the East Riding of Yorkshire yesterday with the UK @SiemensMobility Rolling Stock leadership team looking at our proposals for manufacturing and so much more in #Goole. These are really exciting times, and less than an hour home for me on the train ', '#DN14 #Goole #HowdenDyke UPDATE: We have a technician on site to investigate the cause of the no water. Further updates to be posted, thank you for your patience. ^TH', 'Thanks to our #Goole @RSPCA_official volunteers who went out last night and helped retrieve someone’s frightened cat on a derelict property with one of our traps. The house cat is now safely back with his family.', 'Looking forward to this at the Cocoa Havana bar at @coachhousegoole Thursday 16th May #poetry #fun #goole #creativity #somethingdifferent #workshop', '#DN14 #Goole #HowdenDyke we are aware of a possible issue in the area causing low pressure or no water to surrounding properties. We are investigating this as we speak and updates to follow as we get them. Thank you for your patience in this time ^NR', '#M180 eastbound J2 #Goole to J3 #Scunthorpe. We are taking reports of a road traffic collision possibly involving vehicles in live lanes. #TrafficOfficers are on route but please take care approaching the area.']"
2019-05-11,"['#M62 westbound Jct 37 #Howden to Jct 36 #Goole full closure for bridge works. Planned road works closure in place. The road is planned to be opened by 06:00. For more details please visit http://ow.ly/grBA30njjth #PlannedWorks', '#M62 eastbound Jct 36 #Goole to Jct 37 #Howden full closure for bridge works. Planned road works closure in place. The road is planned to be opened by 06:00. For more details please visit http://ow.ly/grBA30njjth #PlannedWorks', 'PLANNED FULL CLOSURES FOR OVERNIGHT WORKS TONIGHT #A1M Jct 38 #Redhouse to 37 #Marr full closure in place. #M62 Jct 36 #Goole to 37 #Howden east &amp; westbound full closure #A63 #Mytongate to #SouthCoates east &amp; westbound full closure Closures are planned 20:00-06:00 #PlannedWorks', 'TAPAS AT THE COACH HOUSE!! Served: Wednesday to Friday 5pm - 9pm Saturday &amp; Sunday - 12noon till 9pm The Coach House has a 5 Food Hygiene Rating! #instafood #foodporn #food #foodmenu #tapas #platesoftheworld #sliders #meals #mealsout #outout #goole ', '#GOOLE Want to discuss issues or policing in your local area? Join PC ADDERLEY on a patch walk on Sat18th May? Goole Police Station | 11am - 1pm #BobbyOnTheBeat #CuppaWithaCopper', 'We are going to be based in the Urgent Treatment Centre at #Goole Hospital on Monday morning speaking with service users about their experiences of using local #Health &amp; #SocialCare services. #TellUs your stories and help shape future services. @GooleTimesNews @GooleHospital', '#EvoByBioSculpture shades &amp; #NailArt #BioSculptureGel overlays from £28. Acrylic extensions with Evo from £31.50. Contact 07586 435826 or http://www.facebook.com/RachelRichardsonNailsBeauty to book an appointment. #NailTech #Wakefield #Pontefract #Castleford #Knottingley #Selby #Goole #Eggborough #Snaith', 'A list of crap that you will have seen growing up in Hull https://www.ilivehere.co.uk/a-list-of-crap-you-will-have-seen-growing-up-in-hull.html #Beverley #Goole #Hull #rougheatareas #Scunthorpe #yorkshire', 'Mistress Minxy of #GOOLE, EAST YORKSHIRE has updated her profile https://www.professionalmistresses.co.uk/goole-mistress-minxy-dominatrix/ @Mistress_minxy', 'Take advantage of our #SeeMoreDoMore #essilor @ECP_Essilor lens offer #Knaresborough #Howden #Goole #Yorkshire', 'Great TIP - @DigitalRadioUK @GreatYorksRadio #york #tadcaster #malton #pickering #ripon #northalletton #scarborough #filey #bridlington #hull #selby #goole #wetherby #harrogate #knaresborough #leeds RT', ""***We Are Recruiting*** The Best Connection Have New Contracts for: #Exciting #New #Jobs #CE #Days #Nights #Trampers #Fridge #Tautliner #ADR #Tippers #Hull #Goole #Howden #Sherburn LTD Welcome Don't Delay... Call Ian Today... 01482 610160"", 'Hello Everybody i will psd to html with using bootstrap4 and any web site creation please below this link https://bit.ly/2VfdFDO #freelancer #fiverr #goole']"
2019-05-12,"['GOOD LUCK - to all students sitting exams this week from @GreatYorksRadio #york #tadcaster #malton #pickering #ripon #thirsk #richmond #northallerton #scarborough #filey #bridlington #hull #selby #goole #wetherby #harrogate #knaresborough #leeds RT', 'Our online option is 4.5 stars out of 5 as voted by #love2move happy clients @Feefo #happyclients #onlineoption #Goole #Snaith #Howden #Selby #love2move #sellyourhomeonline #yourhighstreetestateagentonline #love2movewithhousesetc #onlineestateagent #onlinepricelocaloffice', 'Ouse bridge #shotoniphone #iphonexs #goole http://bit.ly/30dGEvJ', 'We are going to be based in the Urgent Treatment Centre at #Goole Hospital on Monday morning speaking with service users about their experiences of using local #Health &amp; #SocialCare services. #TellUs your stories and help shape future services. @GooleTimesNews @EastRidingCCG', 'Ouse bridge #shotoniphone #iphonexs #goole @Goole https://www.instagram.com/p/BxXpM5QBag8/?igshid=1nu9w4bqd8pgn', '3+ weeks on! #BioSculptureGel overlays in Rose &amp; Anastasia (from £28). Book your appointment now by contacting 07586 435826 or http://www.facebook.com/RachelRichardsonNailsBeauty #GelNails #OmbreNails #NailArt #Vegan #NailTech #Wakefield #Ackworth #Pontefract #Castleford #Knottingley #Selby #Goole #Beal', 'ShowTALK with @jameswattuk is the show where the stars come to talk - 8pm tonight @GreatYorksRadio #york #tadcaster #malton #pickering #ripon #thirsk #richmond #northallerton #scarborough #filey #bridlington #hull #selby #goole #wetherby #harrogate #knaresborough #leeds RT', 'Big thank you everyone working hard on the #Goole @RSPCA_official Dog Show. See you Saturday 22nd June 1-4pm (12.30 registration) at @WestParkGoole Andy has been working hard putting together the programme #rspca #goole #barkingmadfun gooleanddistrictrspca@gmail.com for more info', 'Lazy Sunday with my #Goole @RSPCA_official fostercat Mollie http://www.rspca-goole.org.uk', 'SHE Administrator @HowdensJoinery in Howden nr #Goole Click: http://ow.ly/1SM350u31RQ #GooleJobs #SelbyJobs', 'Our #Goole practice #Yorkshire #independent #opticians #optometrists #eyewear #sunglasses https://www.instagram.com/p/BxW8usol9o7/?utm_source=ig_twitter_share&amp;igshid=1su3wslkw3yea', 'Great to see Boothferry Bridge #Goole in @steve_p_green ‘s @cyclingweekly @letouryorkshire', 'The Gameshow with @hardingradio returns 12 noon today @GreatYorksRadio #york #tadcaster #malton #pickering #ripon #thirsk #richmond #northallerton #scarborough #filey #bridlington #hull #selby #goole #wetherby #harrogate #knaresborough #leeds RT', 'UPDATE #M62 eastbound Jct 36 #Goole to Jct 37 #Howden These works are completed, the road is reopen. #PlannedWorks', 'UPDATE - #M62 westbound Jct 37 #Howden to Jct 36 #Goole - these works are now clear and the road is reopen']"
2019-05-13,"['Meghan and her boys Archie and Harrison at #Goole @RSPCA_official named after @sussexroyal19 mum and baby ;) ', '#GOOLE Danny DRURY, 29 years old of Gresley Way in GOOLE, received a 12 month prison sentence, suspended for 2 years, after pleading guilty at Hull Crown Court to causing grievous bodily harm in an incident outside The Royal Hotel in GOOLE on 09/02/19. ', '#GOOLE David CRISP, 26 years old of Sotheron Street in GOOLE, appeared for sentencing at Hull Crown Court, after pleading guilty to dangerous driving and obstructing a police constable in the execution of her duty, following an incident on 17/03/19. ', '#GOOLE Daniel SEVERN, 32 years old of Delamere Walk in GOOLE, pleaded guilty at Hull Crown Court to aggravated vehicle taking, failing to provide a specimen, driving without insurance &amp; driving without a licence following an incident on 20/03/19. ', 'Former streetcat Fred has had a hard Monday at #Goole @RSPCA_official http://www.rspca-goole.org.uk', ""#Goole @RSPCA_official 's new arrivals Mummy Meghan and her boys Archie and Harrison are settling in http://www.rspca-goole.org.uk #SeeWhatWeDidThere"", '#GOOLE Ernest BEKIS of Eastgate, #GOOLE, was found guilty at court on 08/05/19 of driving without due care and attention, failing to stop, and driving without insurance. He is ordered to pay fines totalling £395 and is disqualified from driving for 6 months.', '#GOOLE Joshua Abbey of Rutland Road, #GOOLE, appeared in court on 08/05/19 and pleaded guilty to exceeding a 40mph speed limit by travelling at 80mph. He must pay fines totalling £345 and has 6 penalty points endorsed on his licence.', 'Apprentice General Operative @Mon_Mushrooms nr #Selby &amp; #Goole Click: http://ow.ly/AJ7H50u6gC1 #GooleJobs #SelbyJobs', '~*7 Oakdale Close - ONLY £285K*~ View this property online: http://bit.ly/2ZLb4oM https://youtu.be/ksxhoHiXCMY via @YouTube #property #ForSale #Home #listing #Snaith #Goole', 'We are Your High Street Estate Agent Online #love2move #lowcostoption #Goole #Snaith #Howden #Selby #sellyourhomeonline #fixedfeeestateagent #love2move #yourhighstreetestateagentonline #directchat #bestofboth #love2movewithhousesetc #onlineestateagent', 'We are going to be based in the Urgent Treatment Centre at #Goole Hospital this morning speaking with service users about their experiences of using local #Health &amp; #SocialCare services. #TellUs your stories and help shape future services. @GooleTimesNews @RadioHumberside', 'Qualified & insured #NailTechnician based in #Knottingley Appointments available Monday to Saturday. Contact 07586 435826 or http://www.facebook.com/RachelRichardsonNailsBeauty/ to book. #Wakefield #Pontefract #Ackworth #Castleford #Kellingley #Eggborough #Selby #Whitley #Goole #Snaith #Beal']"
2019-05-14,"['""UPDATE: The roadworks #M62 eastbound between J36 #Goole to J37 #Howden have been removed this evening.', 'UPDATE: The roadworks #M62 westbound between J37 #Howden and J36 #Goole have been removed this evening. The road will not be closed as planned.', ""Meet Flash Gordon from Leanne ACO, dropped off at the vets today for #Goole @RSPCA_official He's a bit of a hissy chap but very distinctive. His fosterer has called him Flash Gordon due to his white flash on his face "", '#M62 westbound between J37 #howden and J36 #Goole The planned closure for bridge works is now in place. The road is planned to be opened by 06:00. For more details please visit http://ow.ly/RToo50ubSPN #PlannedWorks', '#M62 eastbound between J36 #Goole and J37 #Howden The planned closure for bridge works is now in place. The road is planned to be opened by 06:00. For more details please visit http://ow.ly/lsjn50ubQEz #PlannedWorks', "" Summer Is Here ***We Are Recruiting*** The Best Connection Have New Contracts for: #Exciting #New #Jobs #CE #Days #Nights #Trampers #Fridge #Tautliner #ADR #Tippers #Hull #Goole #Howden #Sherburn #RT LTD Welcome Don't Delay... Call Ian Today... 01482 610160"", ""#Goole @RSPCA_official 's Fred has been REHOMED"", '#BioSculptureGel overlay infills in Jordan &amp; Miley with New Beginnings glitter. Book your appointment now by contacting 07586 435826 or http://www.facebook.com/RachelRichardsonNailsBeauty/ #GelNails #Vegan #NailArt #Glitter #Manicure #Pontefract #Goole #Selby #Ackworth #Castleford #Kellingley #Snaith', 'Will your pooch get their paws on a prize at #Goole @RSPCA_official Dog Show at @WestParkGoole ? See you on Saturday 22nd June 1-4pm (12.30 registration) at West Park Goole gooleanddistrictrspca@gmail.com for info ', ""Is your family outgrowing your home? If it's time to move, use our lowcost #love2move online option and #loveyourmove #Goole #Snaith #Howden #Selby #sellyourhomeonline #fixedfeeestateagent #yourhighstreetestateagentonline #bestofboth #love2movewithhousesetc #onlineestateagent"", "" Summer Is Here ***We Are Recruiting*** The Best Connection Have New Contracts for: #Exciting #New #Jobs #CE #Days #Nights #Trampers #Fridge #Tautliner #ADR #Tippers #Hull #Goole #Howden #Sherburn #RT LTD Welcome Don't Delay... Call Ian Today... 01482 610160""]"
2019-05-15,"['Looking forward to a #Prom #Party #Wedding or special event? Or just need neutral #Nails for work? Appointments available Monday to Saturday, Contact 07586 435826 or http://www.facebook.com/RachelRichardsonNailsBeauty/ to book. #NailTech #Ackworth #Castleford #Pontefract #Knottingley #Selby #Goole #Whitley', ""#GOOLE A really busy set of shifts so far this week for our officers in GOOLE, with several arrests for burglary, theft, assaults and possession of offensive weapons so far. Why not catch up on what we've been doing in more detail on our Facebook Page? https://www.facebook.com/Goole-Community-Policing-Team-1242414632441324/"", 'Good news for the East Yorkshire town! #hullbusiness #jobs #goole #kfc #costa', '#Goole will be the next stop for our free compost giveaways tomorrow (Thurs 16 May). We will be in West Park from 4pm. Two free 15kg bags of compost per car. For more information visit: http://socsi.in/vUMqN', 'The Port of #Goole is looking glorious in the sun today ', '#hull student from. #goole Beth has recently passed her Indonesian Massage Training. A complete relaxing pampering authentic treatment working on on Marma points. Often referred to as the royal wedding treatment… https://www.instagram.com/p/Bxe8cfwBHa-/?igshid=1uwlcppveqsf4', 'Mistress Minxy of #GOOLE, EAST YORKSHIRE has updated her profile https://www.professionalmistresses.co.uk/goole-mistress-minxy-dominatrix/ @Mistress_minxy', ""A friend has told me a sad story about an RAF pilot's demise in 1943, when the pilot drowned at #Goole. Photos show the prop, piece of bulkhead (note bullet holes) &amp; a piece of the Spitfire's undercarriage, all of which were recovered in 1990. http://www.yorkshire-aircraft.co.uk/aircraft/yorkshire/york43/x4818.html"", '#Goole @RSPCA_official are offering FREE fifty neutering vouchers as part of their 50th birthday, at Trinity Church Clifton Gdns Goole TODAY 10am-12pm, DN14 only, valid with End Cottage Howden, Rase Vets Goole. For both those in work and on benefits. http://www.rspca-goole.org.uk', 'Save money when selling your home online with our low cost #love2move platform, spend your money on #family #Goole #Snaith #Howden #Selby #sellyourhomeonline #fixedfeeestateagent #love2move #yourhighstreetestateagentonline #bestofboth #love2movewithhousesetc #onlineestateagent', ""The Yorkshire Waterways Museum in #Goole which is home to one of the last remaining coal tugs in the country is closing it's doors today. ""]"
